NrKR;ROURO;MURO;RAHF;NRMATKI;RMHF;NROJCA;ROHF;ROKWY;MIEWY;KGMLE;KGT£U;PRT£U;KGBIA£;PRBIA£
37790673;1996;6;0.75;37789055;0.5;9042443;1;1998;8;4344;187;4.3;128;2.95
43392127;1996;4;0.62;43332054;0.25;9042443;1;1996;9;3737;155;4.14;108;2.89
53300187;1995;10;0.84;43370352;0.68;1841142;1;1998;4;4281;185;4.31;124;2.9
53305446;1997;5;0.78;43390935;0.62;915045;0.87;1999;6;4055;162;3.98;131;3.22
43391544;1995;12;0.56;433608251;0.25;6118247;0.87;1998;5;4319;156;3.62;134;3.1
43393316;1996;4;0.68;37777038;0.5;1711741;0.75;1998;7;3683;153;4.17;118;3.21
43379984;1994;6;0.81;33389274;0.62;4719546;1;1996;8;3470;121;3.47;93;2.17
53305455;1997;5;0.79;43372866;0.62;7207843;0.96;1999;11;4136;167;4.03;129;3.09
43379266;1994;3;0.62;27799640;0.25;4719546;1;1996;5;3930;155;3.94;122;3.1
43379228;1994;3;0.43;43332638;0.37;1248615;0.5;1996;6;4671;174;3.72;129;2.77
53308391;1997;7;0.5;43352407;0;6456342;1;2000;2;4618;187;4.04;157;3.38
43394314;1996;12;0.68;43380737;0.37;551448;1;1999;3;5811;243;4.19;175;3.02
43379274;1994;3;0.65;43332358;0.62;892217;0.68;1996;6;4391;162;3.78;125;2.91
53300133;1995;8;0.43;43372815;0.12;572910;0.75;1998;5;3521;179;5.08;121;3.45
43393339;1996;8;0.62;43379256;0.37;925045;0.87;1999;4;3862;149;3.85;125;3.23
53300034;1995;5;0.75;33389220;0.5;4719546;1;1997;7;4778;201;4.21;131;2.74
43393348;1996;9;0.58;43372820;0.28;7161540;0.88;1999;5;3832;154;4.01;120;3.13
53305493;1997;6;0.81;43352328;0.62;1995840;1;1999;12;5578;208;3.73;163;2.92
53308383;1997;7;0.84;53300096;0.68;551948;1;1999;11;4879;192;3.93;149;3.05
43379998;1994;6;0.68;33381439;0.37;4719546;1;1996;9;3400;120;3.54;105;3.08
53300191;1995;10;0.68;43312362;0.37;1464142;1;1998;6;4572;193;4.23;143;3.13
43393337;1996;8;0.81;43379984;0.75;915045;0.87;1999;5;4440;211;4.76;149;3.35
37789060;1994;5;0.37;43332503;0.62;6823911;0.75;1996;6;3385;138;4.08;95;2.8
43391557;1995;12;0.52;43372849;0.18;6118247;0.87;1998;3;5369;237;4.41;164;3.05
53308352;1997;6;0.87;37777108;0.75;7186346;1;2000;1;4468;194;4.34;143;3.2
43393792;1996;11;0.81;43380773;0.62;3786344;1;1999;5;5893;233;3.96;181;3.07
53305449;1997;5;0.75;43372571;0.5;551946;1;2000;1;3800;141;3.7;122;3.21
37777087;1993;4;0.37;33370939;0.25;3310715;0.5;1995;5;3537;146;4.14;112;3.16
53300176;1995;1;0.5;33354288;0;4719546;1;1999;5;4202;171;4.07;126;3
43394315;1996;12;0.84;43380792;0.68;531948;1;1999;3;4040;174;4.32;123;3.04
43353121;1992;12;0.5;43312199;0.5;1360811;0.5;1995;5;4355;178;4.08;134;3.08
43394391;1997;1;0.62;43338892;0.25;1995840;1;1999;4;4804;203;4.22;147;3.05
